visits,ctr,time_on_page,scroll_depth,add_to_cart_rate,conversion_rate,title_quality,description_length,keyword_score,rating,reviews,cluster_id,cluster_label
35857.0,0.0368,459.53,77.21,0.0466,0.0177,3.02,852.0,2.74,1.61,5.0,0,Invisible Product
12140.0,0.1367,116.26,26.4,0.1054,0.0631,9.58,141.0,7.31,4.06,98.0,3,Low Engagement Product
42086.0,0.2274875,178.6,33.34,0.027,0.0145,7.97,337.0,4.77,2.12,218.0,4,Trust Issue Product
22712.0,0.0217,147.61,27.14,0.0623,0.0296,1.9,201.0,2.49,1.92,35.0,0,Invisible Product
28541.0,0.1461,374.41,57.41,0.0931,0.0619,9.88,634.0,7.22,4.08,971.0,1,High Performer
6571.0,0.0238,221.99,30.01,0.0135,0.0001,2.01,335.0,3.78,1.8,1.0,0,Invisible Product
35731.0,0.1235,434.84,72.4,0.0865,0.0601,10.0,833.0,4.56,3.91,493.0,2,Attract but Don't Convert
43561.0,0.1518,450.77,71.23,0.0635,0.0456,9.69,792.0,9.6,4.07,971.0,1,High Performer
26623.0,0.0651,387.2,55.02,0.0477,0.0262,4.24,644.0,4.4,3.12,264.0,0,Invisible Product
31448.0,0.1405,231.28,47.96,0.1354,0.0952,7.93,425.0,9.54,4.45,843.0,1,High Performer
1277.0,0.0633,528.02,83.19,0.0486,0.0182,5.51,968.0,3.24,3.21,203.0,2,Attract but Don't Convert
4860.0,0.1997,62.99,22.33,0.0239,0.0073,5.21,89.0,4.14,2.4,90.0,4,Trust Issue Product
32879.0,0.1784,92.38,20.52,0.1244,0.0864,8.52,179.0,8.86,4.66,554.0,1,High Performer
21736.0,0.0542,155.22,28.92,0.0474,0.0244,1.72,259.0,3.12,1.24,6.0,0,Invisible Product
16453.0,0.053,289.76,49.25,0.0341,0.0113,5.94,542.0,2.57,3.11,102.0,0,Invisible Product
11656.0,0.0394,105.78,22.48,0.0749,0.0385,4.09,157.0,1.97,3.3,420.0,3,Low Engagement Product
27698.0,0.1002,235.34,47.09,0.0686,0.0423,6.74,514.0,3.4,3.48,400.0,3,Low Engagement Product
11663.0,0.1122,386.68,61.36,0.1015,0.0431,7.98,698.0,8.03,4.18,81.0,2,Attract but Don't Convert
46919.0,0.0687,158.35,38.72,0.0234,0.0072,2.91,266.0,1.72,1.13,29.0,0,Invisible Product
43890.0,0.0437,487.51,86.72,0.0181,0.0012,1.67,885.0,2.11,2.05,45.0,0,Invisible Product
8334.0,0.1004,301.82,64.79,0.0848,0.0662,9.33,562.0,7.67,4.22,589.0,1,High Performer
25619.0,0.0698,336.16,52.83,0.0864,0.0489,2.03,543.0,4.97,3.35,148.0,2,Attract but Don't Convert
27066.0,0.0686,152.25,21.56,0.1145,0.0578,5.65,262.0,9.25,3.44,227.0,3,Low Engagement Product
16273.0,0.1116,351.75,60.77,0.1008,0.0607,7.32,639.0,8.49,4.09,253.0,2,Attract but Don't Convert
27087.0,0.0655,187.86,34.62,0.0225,0.003,3.36,355.0,3.09,1.19,25.0,0,Invisible Product
13278.0,0.0936,252.44,42.94,0.0692,0.0413,9.04,441.0,8.42,4.17,868.0,1,High Performer
39438.0,0.165,462.38,78.11,0.0762,0.0351,7.35,854.0,9.24,3.14,379.0,2,Attract but Don't Convert
24696.0,0.1415,125.18,35.64,0.1027,0.0701,9.24,213.0,7.04,4.81,729.0,1,High Performer
33274.0,0.0517,208.68,36.66,0.0819,0.0445,4.98,327.0,4.52,3.53,112.0,3,Low Engagement Product
42074.0,0.1372,350.76,73.45,0.0909,0.0507,10.0,664.0,4.24,3.92,41.0,2,Attract but Don't Convert
4531.0,0.001,515.68,80.7,0.044,0.0111,1.92,926.0,3.04,1.72,24.0,0,Invisible Product
27864.0,0.0171,265.1,59.4,0.0383,0.0106,3.96,525.0,1.01,2.19,32.0,0,Invisible Product
21727.0,0.109,178.69,34.84,0.1278,0.0807,8.53,300.0,9.77,4.14,86.0,1,High Performer
39410.0,0.001,493.56,65.38,0.0423,0.0165,3.59,822.0,1.07,1.52,41.0,0,Invisible Product
9006.0,0.0831,329.13,66.41,0.0556,0.0285,8.38,694.0,3.58,3.07,379.0,2,Attract but Don't Convert
37014.0,0.0902,453.58,78.24,0.0904,0.0443,6.1,809.0,5.42,3.07,352.0,2,Attract but Don't Convert
44914.0,0.1202,512.33,78.07,0.0704,0.043,8.59,952.0,7.01,4.07,795.0,2,Attract but Don't Convert
45479.0,0.1323,252.86,45.25,0.0769,0.0517,9.37,458.0,7.93,4.04,971.0,1,High Performer
13176.0,0.1112,418.99,66.14,0.0701,0.041,6.0,734.0,8.69,3.75,60.0,2,Attract but Don't Convert
49392.0,0.0299,352.05,65.0,0.0535,0.012,3.3,627.0,3.83,1.2,5.0,0,Invisible Product
37750.0,0.1046,275.09,47.97,0.0939,0.0566,6.05,502.0,9.24,4.35,247.0,1,High Performer
46981.0,0.0021,136.27,27.44,0.0292,0.0194,3.93,242.0,3.68,2.08,7.0,0,Invisible Product
46513.0,0.0456,405.54,67.07,0.0503,0.0105,1.61,768.0,1.58,2.12,8.0,0,Invisible Product
6112.0,0.1172,93.07,16.12,0.0959,0.0532,9.21,136.0,6.17,3.67,49.0,3,Low Engagement Product
7251.0,0.0427,519.98,84.05,0.1018,0.0516,2.88,987.0,2.63,3.29,10.0,2,Attract but Don't Convert
28311.0,0.1296,119.6,20.91,0.0638,0.0436,7.03,211.0,8.18,4.04,971.0,1,High Performer
27217.0,0.1626,436.49,68.32,0.1325,0.0833,9.72,807.0,9.7,4.55,106.0,1,High Performer
36478.0,0.059,335.47,68.43,0.0368,0.0119,6.0,637.0,2.83,3.61,400.0,2,Attract but Don't Convert
42752.0,0.1291,300.22,59.77,0.0913,0.0463,9.53,535.0,8.0,3.02,266.0,2,Attract but Don't Convert
6994.0,0.0946,342.74,59.66,0.1147,0.0772,3.61,549.0,4.82,4.1,418.0,2,Attract but Don't Convert
13567.0,0.0461,210.08,36.45,0.0938,0.0428,5.39,326.0,2.33,3.25,232.0,3,Low Engagement Product
31110.0,0.0593,520.72,86.51,0.0437,0.0221,1.61,983.0,2.15,1.32,23.0,0,Invisible Product
49357.0,0.0882,281.87,56.68,0.0685,0.0433,4.26,551.0,8.43,4.05,15.0,2,Attract but Don't Convert
42741.0,0.0339,103.34,28.64,0.0888,0.0484,5.35,141.0,4.26,3.52,485.0,3,Low Engagement Product
12389.0,0.1114,399.72,64.57,0.0511,0.0287,7.19,668.0,7.43,3.07,104.0,2,Attract but Don't Convert
45076.0,0.0903,315.34,56.91,0.0601,0.0393,4.49,611.0,8.5,3.49,390.0,2,Attract but Don't Convert
43696.0,0.0489,72.61,26.79,0.0756,0.0553,5.32,173.0,4.8,3.99,493.0,3,Low Engagement Product
23271.0,0.0452,480.81,97.89,0.0479,0.0115,2.68,889.0,3.56,2.54,5.0,0,Invisible Product
35005.0,0.0636,338.75,50.53,0.0942,0.054,5.79,556.0,3.99,4.15,281.0,2,Attract but Don't Convert
20929.0,0.1302,289.79,42.47,0.0782,0.0511,6.49,471.0,5.88,3.95,408.0,3,Low Engagement Product
34154.0,0.0681,157.11,31.16,0.0494,0.0196,2.6,188.0,3.9,1.8,39.0,0,Invisible Product
48578.0,0.0352,43.24,21.42,0.0023,0.0021,3.4,78.0,3.86,1.31,15.0,0,Invisible Product
44239.0,0.1264,182.03,30.39,0.0953,0.0656,9.19,320.0,9.63,4.09,971.0,1,High Performer
48813.0,0.1494,323.38,57.31,0.0939,0.0571,9.49,572.0,7.76,4.22,385.0,1,High Performer
29834.0,0.0639,268.31,53.81,0.0663,0.0266,1.69,569.0,3.59,1.98,16.0,0,Invisible Product
7152.0,0.0194,97.45,14.65,0.0656,0.0271,1.25,136.0,2.23,2.07,23.0,0,Invisible Product
3754.0,0.0733,422.36,68.52,0.0853,0.0525,7.76,806.0,3.29,4.07,415.0,2,Attract but Don't Convert
23586.0,0.1122,425.57,71.21,0.0391,0.0158,8.4,801.0,6.91,3.35,155.0,2,Attract but Don't Convert
18843.0,0.1246,108.34,22.48,0.0719,0.0479,8.49,146.0,7.35,4.45,443.0,3,Low Engagement Product
48468.0,0.0855,235.26,47.44,0.0978,0.0567,8.47,424.0,1.0,3.34,337.0,3,Low Engagement Product
24589.0,0.0673,217.2,41.46,0.042,0.0104,3.46,418.0,3.44,1.91,6.0,0,Invisible Product
8736.0,0.0919,311.11,51.37,0.1093,0.0552,8.8,534.0,6.27,3.26,403.0,1,High Performer
6541.0,0.0219,419.99,78.82,0.0784,0.0365,1.42,824.0,2.46,2.91,39.0,2,Attract but Don't Convert
24711.0,0.0457,479.75,80.79,0.0772,0.0574,6.28,904.0,5.38,3.37,238.0,2,Attract but Don't Convert
42535.0,0.0326,271.86,50.05,0.0678,0.0369,2.44,517.0,1.97,3.1,39.0,0,Invisible Product
12249.0,0.0773,524.17,92.72,0.0739,0.045,6.08,961.0,7.93,4.46,240.0,2,Attract but Don't Convert
34666.0,0.0357,272.02,51.87,0.0184,0.0056,3.75,547.0,2.96,1.37,26.0,0,Invisible Product
42468.0,0.0606,236.53,40.29,0.0428,0.0155,3.94,417.0,1.2,1.42,9.0,0,Invisible Product
21775.0,0.0764,178.15,29.71,0.0627,0.0263,4.78,284.0,4.36,3.1,58.0,3,Low Engagement Product
5595.0,0.0619,420.55,70.75,0.0988,0.0649,3.76,770.0,3.57,4.16,463.0,2,Attract but Don't Convert
42768.0,0.1327,192.49,38.92,0.1305,0.0841,8.18,282.0,9.51,4.83,545.0,1,High Performer
13773.0,0.1153,255.04,45.53,0.0711,0.0366,6.17,417.0,5.47,3.16,372.0,3,Low Engagement Product
11230.0,0.0178,371.56,62.58,0.0342,0.0192,2.27,665.0,1.79,2.05,8.0,0,Invisible Product
22768.0,0.0946,362.16,68.98,0.0747,0.0488,5.5,744.0,6.68,4.16,260.0,2,Attract but Don't Convert
15322.0,0.0593,314.51,57.54,0.0586,0.0243,3.99,546.0,3.62,1.8,9.0,0,Invisible Product
23769.0,0.0758,281.68,45.83,0.091,0.0575,3.85,455.0,7.19,3.42,403.0,3,Low Engagement Product
34168.0,0.2274875,443.96,78.08,0.0124,0.0049,8.07,859.0,3.45,2.96,304.0,4,Trust Issue Product
23353.0,0.0636,527.73,87.59,0.0714,0.0267,8.42,949.0,3.31,3.07,67.0,2,Attract but Don't Convert
9535.0,0.0433,237.59,36.74,0.0724,0.0406,8.06,379.0,2.64,3.5,208.0,3,Low Engagement Product
28652.0,0.1321,89.92,31.62,0.1219,0.0904,8.64,148.0,8.69,4.97,633.0,1,High Performer
37484.0,0.0252,460.95,90.08,0.0577,0.0351,1.02,883.0,3.94,3.05,48.0,2,Attract but Don't Convert
16493.0,0.2274875,337.26,62.67,0.0128,0.0024,3.42,653.0,1.11,3.42,29.0,4,Trust Issue Product
10717.0,0.1159,181.18,30.21,0.0873,0.047,6.83,260.0,7.62,3.7,179.0,3,Low Engagement Product
38620.0,0.1607,339.31,57.26,0.0264,0.0197,6.34,646.0,5.97,2.93,310.0,4,Trust Issue Product
9952.0,0.1335,380.69,68.62,0.0893,0.0523,10.0,728.0,4.81,3.27,236.0,2,Attract but Don't Convert
31501.0,0.0968,145.81,24.32,0.0836,0.0308,8.17,241.0,6.22,3.25,37.0,3,Low Engagement Product
6395.0,0.0494,123.97,27.88,0.1007,0.0587,6.63,233.0,4.91,3.72,98.0,3,Low Engagement Product
36093.0,0.0636,507.28,88.52,0.0808,0.0487,5.92,935.0,5.07,3.2,101.0,2,Attract but Don't Convert
34184.0,0.001,329.56,64.06,0.0346,0.0093,1.53,611.0,3.46,1.45,8.0,0,Invisible Product
45205.0,0.1581,448.96,80.81,0.0877,0.063,7.26,794.0,9.83,4.86,244.0,2,Attract but Don't Convert
39675.0,0.0897,124.03,24.63,0.1032,0.0612,8.28,154.0,1.0,4.47,82.0,3,Low Engagement Product
36551.0,0.0831,481.11,72.57,0.063,0.024,4.0,837.0,3.66,2.91,45.0,2,Attract but Don't Convert
7327.0,0.1459,385.13,79.2,0.0914,0.0447,9.22,773.0,8.46,4.96,52.0,2,Attract but Don't Convert
32010.0,0.2274875,206.96,47.21,0.0111,0.007,1.25,405.0,3.19,3.33,25.0,4,Trust Issue Product
36141.0,0.1008,191.06,33.73,0.1071,0.0719,7.23,322.0,7.29,4.33,270.0,3,Low Engagement Product
23484.0,0.1426,432.85,69.11,0.1162,0.0726,8.19,801.0,8.71,4.67,251.0,1,High Performer
245.0,0.0831,177.22,35.46,0.1192,0.0858,7.88,306.0,7.73,4.99,971.0,1,High Performer
37878.0,0.1394,353.32,63.01,0.1063,0.0689,7.97,581.0,9.44,4.5,971.0,1,High Performer
16135.0,0.1372,125.99,24.51,0.1047,0.0687,8.28,208.0,7.94,4.79,256.0,3,Low Engagement Product
3140.0,0.1607,197.35,36.06,0.1509,0.1114,8.3,316.0,7.1,4.97,971.0,1,High Performer
42522.0,0.0733,309.23,56.58,0.077,0.0385,4.47,545.0,2.76,3.34,322.0,2,Attract but Don't Convert
26260.0,0.147,221.89,35.41,0.058,0.0521,9.67,408.0,8.66,4.71,971.0,1,High Performer
49734.0,0.2274875,278.3,45.16,0.0317,0.0199,4.69,478.0,6.96,3.45,89.0,4,Trust Issue Product
17733.0,0.0347,411.42,79.16,0.0798,0.0371,1.31,763.0,1.87,2.61,33.0,0,Invisible Product
29444.0,0.0627,194.77,22.75,0.0028,0.0008,3.95,280.0,2.78,1.66,34.0,0,Invisible Product
17114.0,0.0144,414.77,73.86,0.079,0.0432,5.29,723.0,2.15,4.42,38.0,2,Attract but Don't Convert
15096.0,0.0354,451.59,91.48,0.0041,0.003,1.87,944.0,2.28,1.24,26.0,0,Invisible Product
49204.0,0.0586,366.24,70.85,0.0989,0.0755,7.78,734.0,7.1,4.96,971.0,1,High Performer
41721.0,0.0855,423.09,74.09,0.1013,0.0667,9.53,792.0,7.88,4.25,612.0,1,High Performer
11795.0,0.0752,113.26,12.35,0.0632,0.0409,4.92,132.0,4.99,3.45,244.0,3,Low Engagement Product
2952.0,0.0542,484.96,84.84,0.0363,0.016,3.52,905.0,2.44,2.36,19.0,0,Invisible Product
16114.0,0.0106,479.79,78.49,0.0663,0.039,1.55,883.0,3.41,2.53,23.0,0,Invisible Product
27142.0,0.1057,113.28,20.46,0.1359,0.0848,5.04,55.0,6.13,3.63,320.0,3,Low Engagement Product
33855.0,0.1138,66.54,19.53,0.1032,0.0586,6.58,98.0,4.55,4.05,160.0,3,Low Engagement Product
40490.0,0.1173,185.84,25.78,0.0638,0.0326,7.4,294.0,6.08,3.52,66.0,3,Low Engagement Product
23811.0,0.1289,522.79,84.48,0.1163,0.079,8.13,979.0,9.12,4.3,799.0,1,High Performer
26222.0,0.0904,195.68,25.97,0.131,0.0843,4.58,297.0,6.65,4.35,155.0,3,Low Engagement Product
9260.0,0.2151,395.5,58.78,0.0398,0.0167,8.32,693.0,1.0,3.33,419.0,4,Trust Issue Product
27313.0,0.1498,206.6,40.79,0.072,0.0496,9.51,331.0,9.89,4.4,956.0,1,High Performer
39520.0,0.0866,332.02,52.62,0.1085,0.0814,7.26,548.0,7.03,4.46,971.0,1,High Performer
7521.0,0.0258,168.3,24.22,0.0616,0.0303,2.65,223.0,1.79,3.41,26.0,3,Low Engagement Product
21500.0,0.0893,523.78,87.54,0.087,0.0555,9.36,971.0,2.38,3.85,142.0,2,Attract but Don't Convert
33637.0,0.0853,45.89,10.97,0.0777,0.0448,4.54,36.0,5.93,3.83,401.0,3,Low Engagement Product
17827.0,0.0803,402.3,69.42,0.0862,0.0404,6.83,733.0,2.3,3.17,497.0,2,Attract but Don't Convert
46982.0,0.0072,244.29,60.23,0.0474,0.0231,2.41,495.0,1.22,2.69,40.0,0,Invisible Product
4458.0,0.066,284.48,52.31,0.1187,0.0697,2.13,530.0,7.13,4.19,156.0,2,Attract but Don't Convert
28582.0,0.1137,125.19,33.92,0.1093,0.0886,8.5,229.0,7.37,4.9,971.0,1,High Performer
32217.0,0.0808,306.8,41.89,0.0808,0.0448,3.97,518.0,1.58,3.86,238.0,3,Low Engagement Product
23264.0,0.0476,267.51,41.79,0.0778,0.0456,4.68,421.0,1.0,3.08,421.0,3,Low Engagement Product
32010.0,0.1544,267.22,39.59,0.1203,0.0908,9.52,448.0,9.28,4.89,971.0,1,High Performer
32596.0,0.1145,75.91,18.95,0.109,0.0688,7.4,97.0,5.21,4.28,205.0,3,Low Engagement Product
44411.0,0.0998,308.71,60.81,0.0892,0.048,7.58,587.0,3.45,4.09,93.0,2,Attract but Don't Convert
29471.0,0.0604,97.03,22.3,0.1014,0.0571,4.73,99.0,8.76,3.43,59.0,3,Low Engagement Product
38567.0,0.0884,213.41,35.33,0.0972,0.0461,6.12,325.0,6.14,3.43,351.0,3,Low Engagement Product
17725.0,0.1257,66.59,22.23,0.0875,0.0426,10.0,77.0,4.95,3.76,341.0,3,Low Engagement Product
33993.0,0.2274875,305.7,55.51,0.0279,0.0154,1.22,549.0,3.51,3.46,18.0,4,Trust Issue Product
10893.0,0.001,136.49,31.02,0.0645,0.0206,1.97,227.0,2.06,3.49,17.0,0,Invisible Product
31107.0,0.102,303.32,50.03,0.0818,0.0453,9.22,530.0,7.17,3.01,458.0,1,High Performer
25866.0,0.0748,520.23,87.02,0.1083,0.0638,7.93,996.0,4.41,4.21,273.0,2,Attract but Don't Convert
39632.0,0.0444,105.42,20.8,0.0481,0.026,1.54,154.0,3.51,1.93,49.0,0,Invisible Product
12423.0,0.0299,438.08,85.47,0.0147,0.0057,2.21,863.0,1.15,1.41,42.0,0,Invisible Product
45899.0,0.1743,305.74,50.91,0.0317,0.0118,3.9,541.0,1.77,3.17,40.0,4,Trust Issue Product
46920.0,0.1331,365.03,50.33,0.1123,0.0915,9.81,600.0,7.9,4.66,971.0,1,High Performer
45508.0,0.1427,472.95,78.74,0.0844,0.0633,9.49,872.0,8.99,4.23,971.0,1,High Performer
7943.0,0.0296,509.85,80.46,0.0574,0.0147,3.58,918.0,3.93,1.67,11.0,0,Invisible Product
14310.0,0.1978,96.27,23.39,0.0232,0.0011,3.61,102.0,2.21,3.33,39.0,4,Trust Issue Product
16556.0,0.1498,347.56,62.0,0.1296,0.0915,6.59,640.0,7.32,4.41,453.0,1,High Performer
31467.0,0.2274875,61.23,17.34,0.03,0.0138,3.44,63.0,3.13,2.74,17.0,4,Trust Issue Product
10206.0,0.0261,270.05,55.58,0.013,0.0087,1.18,502.0,3.79,1.37,7.0,0,Invisible Product
38057.0,0.0568,542.07,90.36,0.0701,0.0476,5.47,985.0,1.0,3.67,451.0,2,Attract but Don't Convert
2572.0,0.1073,503.86,79.45,0.0828,0.0536,8.42,929.0,3.12,3.8,498.0,2,Attract but Don't Convert
49959.0,0.1219,381.56,64.98,0.1061,0.0689,8.61,663.0,6.31,4.21,420.0,1,High Performer
6804.0,0.082,288.14,57.01,0.052,0.0277,7.71,512.0,1.0,3.42,222.0,2,Attract but Don't Convert
3813.0,0.2274875,253.21,51.45,0.0296,0.0145,2.4,518.0,1.4,2.52,35.0,4,Trust Issue Product
5151.0,0.0653,34.07,13.36,0.0748,0.0384,6.72,37.0,1.57,3.74,118.0,3,Low Engagement Product
10856.0,0.0447,362.03,57.36,0.0563,0.0307,2.28,624.0,2.81,2.62,37.0,0,Invisible Product
2575.0,0.0289,509.57,88.39,0.0555,0.0241,2.72,967.0,2.72,1.91,15.0,0,Invisible Product
36478.0,0.1128,207.76,37.35,0.1015,0.0695,7.77,313.0,8.9,4.24,265.0,1,High Performer
4355.0,0.1326,555.71,95.44,0.0981,0.0698,9.72,995.0,8.17,4.63,641.0,1,High Performer
14584.0,0.0918,132.1,32.11,0.0772,0.0357,5.77,167.0,10.0,3.17,42.0,3,Low Engagement Product
34603.0,0.0986,293.34,51.85,0.0942,0.0516,7.62,491.0,4.54,4.05,111.0,2,Attract but Don't Convert
8358.0,0.0645,71.74,32.86,0.0852,0.0632,8.82,191.0,1.91,4.19,490.0,3,Low Engagement Product
40847.0,0.1283,316.33,58.28,0.1052,0.0707,8.89,582.0,7.73,4.5,971.0,1,High Performer
35296.0,0.1012,304.88,57.1,0.0291,0.0057,7.02,550.0,5.09,3.1,183.0,4,Trust Issue Product
45213.0,0.0929,117.4,34.03,0.1131,0.0767,7.14,139.0,8.76,4.26,971.0,1,High Performer
40294.0,0.1705,459.77,77.97,0.0347,0.0196,6.6,855.0,1.83,3.5,430.0,4,Trust Issue Product
8633.0,0.081,378.1,64.91,0.1214,0.0886,7.14,756.0,9.17,4.17,971.0,1,High Performer
32681.0,0.0502,43.05,27.89,0.027,0.0168,3.01,85.0,2.11,1.91,12.0,0,Invisible Product
5349.0,0.063,100.3,26.2,0.089,0.0491,5.29,160.0,1.49,3.56,246.0,3,Low Engagement Product
19301.0,0.0583,316.26,41.42,0.0183,0.0055,2.23,465.0,3.75,2.53,25.0,0,Invisible Product
9786.0,0.0348,298.11,51.28,0.001,0.0001,1.04,525.0,2.69,1.55,47.0,0,Invisible Product
46977.0,0.046,144.24,28.97,0.0271,0.0216,3.77,208.0,3.74,1.36,25.0,0,Invisible Product
32107.0,0.0467,89.02,20.48,0.0808,0.0551,4.78,177.0,2.73,4.38,386.0,3,Low Engagement Product
761.0,0.0244,366.57,54.19,0.0763,0.0376,2.75,629.0,2.14,2.64,20.0,0,Invisible Product
44943.0,0.1317,368.15,69.24,0.1312,0.0906,7.3,689.0,7.52,4.72,271.0,1,High Performer
30237.0,0.1545,543.09,78.08,0.1374,0.0967,9.04,966.0,7.05,4.81,971.0,1,High Performer
47656.0,0.0498,137.64,28.62,0.0372,0.0107,3.65,265.0,2.76,1.01,49.0,0,Invisible Product
42928.0,0.0916,465.62,77.3,0.1072,0.0758,7.14,875.0,7.72,4.26,971.0,1,High Performer
48704.0,0.0236,501.27,82.08,0.0421,0.0173,2.78,963.0,1.11,3.27,20.0,0,Invisible Product
10626.0,0.0762,426.2,69.62,0.1226,0.0841,4.69,767.0,2.86,4.35,462.0,2,Attract but Don't Convert
3474.0,0.1137,75.6,13.17,0.1201,0.0619,7.69,52.0,6.0,4.19,136.0,3,Low Engagement Product
25692.0,0.1439,207.41,25.24,0.0753,0.0524,9.34,380.0,9.76,4.42,971.0,1,High Performer
29082.0,0.0478,432.1,73.14,0.0433,0.0147,3.88,772.0,3.2,1.46,7.0,0,Invisible Product
307.0,0.2274875,232.88,42.04,0.0313,0.01,6.59,349.0,5.6,2.15,408.0,4,Trust Issue Product
35533.0,0.0437,315.12,59.83,0.0838,0.0381,3.57,531.0,2.83,2.12,32.0,0,Invisible Product
23297.0,0.0643,453.03,79.27,0.0556,0.0318,8.61,869.0,1.0,3.43,231.0,2,Attract but Don't Convert
33500.0,0.1229,424.52,63.71,0.1084,0.0884,8.38,806.0,9.14,4.71,971.0,1,High Performer
3183.0,0.0822,70.75,21.39,0.083,0.0557,3.32,90.0,6.89,3.55,204.0,3,Low Engagement Product
29428.0,0.1513,214.94,36.92,0.0813,0.0452,5.94,332.0,9.57,3.36,421.0,3,Low Engagement Product
46579.0,0.1129,505.58,88.49,0.1436,0.105,7.67,934.0,7.33,4.47,923.0,1,High Performer
42991.0,0.1557,378.34,70.31,0.1486,0.1,9.29,747.0,9.87,4.96,803.0,1,High Performer
20203.0,0.0815,78.68,20.61,0.046,0.0178,4.38,98.0,6.64,3.53,200.0,3,Low Engagement Product
39991.0,0.0376,156.71,20.51,0.0441,0.0164,2.73,188.0,2.45,1.53,5.0,0,Invisible Product
10854.0,0.1268,464.22,70.56,0.0893,0.0462,9.09,829.0,4.78,3.84,103.0,2,Attract but Don't Convert
34547.0,0.0844,117.48,25.28,0.111,0.0803,8.2,199.0,2.06,4.3,493.0,3,Low Engagement Product
16001.0,0.0925,322.78,61.58,0.0899,0.0554,6.96,647.0,3.3,3.82,268.0,2,Attract but Don't Convert
33104.0,0.1222,159.52,28.3,0.0769,0.0395,5.74,279.0,7.24,4.05,317.0,3,Low Engagement Product
7546.0,0.1037,282.43,46.46,0.0537,0.0267,6.77,505.0,6.09,3.2,53.0,3,Low Engagement Product
37311.0,0.1169,417.27,69.16,0.0918,0.0561,7.38,791.0,7.56,4.41,325.0,2,Attract but Don't Convert
48331.0,0.0562,22.37,17.75,0.0807,0.0241,4.03,24.0,1.51,3.87,67.0,3,Low Engagement Product
29401.0,0.1148,199.72,30.48,0.098,0.0614,8.6,316.0,8.44,4.13,495.0,1,High Performer
26216.0,0.074,301.7,63.68,0.0793,0.0424,3.8,639.0,7.75,4.16,104.0,2,Attract but Don't Convert
41423.0,0.0952,489.43,75.96,0.1336,0.0748,7.14,874.0,7.57,4.5,151.0,2,Attract but Don't Convert
18852.0,0.0601,234.6,42.6,0.1025,0.0597,3.79,379.0,5.53,4.29,399.0,3,Low Engagement Product
32476.0,0.0225,106.54,27.7,0.0506,0.0153,2.33,136.0,3.84,1.55,49.0,0,Invisible Product
16769.0,0.077,229.92,45.63,0.0801,0.0512,7.53,376.0,7.16,3.76,284.0,3,Low Engagement Product
33016.0,0.0112,512.32,86.61,0.0421,0.0223,2.44,976.0,1.24,3.09,1.0,0,Invisible Product
13495.0,0.001,460.46,80.32,0.067,0.0327,3.3,862.0,2.17,2.46,7.0,0,Invisible Product
20521.0,0.2274875,288.4,44.43,0.0325,0.0211,4.96,458.0,7.04,3.44,455.0,4,Trust Issue Product
26442.0,0.1836,201.96,42.71,0.0267,0.0058,3.13,350.0,2.74,2.65,5.0,4,Trust Issue Product
4995.0,0.1373,309.68,53.14,0.1221,0.0778,9.14,544.0,7.19,4.85,428.0,1,High Performer
11123.0,0.0056,377.04,70.65,0.018,0.0073,1.1,673.0,2.14,1.63,5.0,0,Invisible Product
10799.0,0.1356,135.61,21.78,0.093,0.0618,9.08,207.0,7.67,4.31,971.0,1,High Performer
9815.0,0.061,519.22,84.97,0.0997,0.0542,7.41,987.0,2.88,3.99,14.0,2,Attract but Don't Convert
19269.0,0.0952,145.07,37.18,0.0728,0.0475,6.7,300.0,3.92,4.1,256.0,3,Low Engagement Product
16263.0,0.0104,311.31,54.58,0.001,0.0004,2.3,530.0,3.94,1.53,21.0,0,Invisible Product
5882.0,0.0958,294.06,57.93,0.1131,0.071,7.32,485.0,6.09,3.96,442.0,1,High Performer
22741.0,0.0309,98.45,19.44,0.0496,0.0199,1.64,134.0,3.54,2.39,24.0,0,Invisible Product
18892.0,0.0696,534.37,83.95,0.0886,0.0447,3.48,959.0,3.67,2.83,45.0,2,Attract but Don't Convert
49592.0,0.1526,165.1,27.53,0.1215,0.0838,9.75,255.0,8.52,4.69,444.0,1,High Performer
35685.0,0.1231,169.28,37.13,0.094,0.0509,4.42,357.0,8.74,3.43,444.0,3,Low Engagement Product
30782.0,0.0316,279.41,55.09,0.0765,0.0419,5.46,541.0,4.12,3.5,132.0,2,Attract but Don't Convert
47964.0,0.0854,129.22,19.2,0.0885,0.0508,3.05,218.0,4.35,3.84,291.0,3,Low Engagement Product
18980.0,0.0258,409.3,66.47,0.0579,0.0197,3.05,783.0,2.86,1.63,30.0,0,Invisible Product
38167.0,0.0624,65.99,16.65,0.0591,0.0212,1.93,69.0,1.84,1.83,34.0,0,Invisible Product
42785.0,0.0721,491.14,88.58,0.0514,0.0221,2.02,959.0,1.66,2.8,49.0,0,Invisible Product
18173.0,0.0776,144.57,21.26,0.0745,0.0124,3.27,161.0,3.89,2.84,4.0,3,Low Engagement Product
36135.0,0.1123,387.95,76.44,0.0839,0.0628,9.6,802.0,7.65,4.25,971.0,1,High Performer
37274.0,0.0983,301.88,46.16,0.1029,0.0831,7.16,547.0,9.27,4.97,971.0,1,High Performer
24937.0,0.0282,281.51,48.92,0.0446,0.0109,2.17,533.0,3.47,1.52,21.0,0,Invisible Product
